"""Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018""";;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público ;;;;
2018;B1800127700000;"""Pagliacci""";Chico Gomes/Julio Hey/Luiz Villaça/Luiza Villaça/Pedro Moscalcoff;Documentário;"""Bossa Nova Films""";SP;"""Globo Filmes/Canal Brasil""";RJ;Pandora;2;"""7805""";570;;;;
2018;B1700026000000;"""Para Ter Onde Ir""";Jorane Castro;Ficção;"""Cabocla Filmes/Rec Produtores Associados""";PA/PE;"""Cabocla Filmes""";PA;O2 Play;8;"""13371""";1,67;;;;
2018;B1800202100000;"""Paraíso Perdido""";Monique Gardenberg;Ficção;"""Dueto Filmes""";RJ;"""Casé Filmes""";RJ;Vitrine Filmes;103;"""321229""";21,554;;;;
2018;B1800487600000;"""Parquelândia""";Cecília Da Fonte;Documentário;"""Ventana Filmes""";PE;""" -"""; -;Taturana;1;"""190""";18;;;;
2018;B1700590500000;"""Paulistas""";Daniel Nolasco;Documentário;"""Estúdio Giz""";RJ;"""Panaceia Filmes/Daniel Nolasco""";GO;Vitrine Filmes;17;"""7201""";1,076;;;;
2018;B1700011500000;"""Peixonauta: O Filme""";Celia Serra/Kiko Mistrorigo/Rodrigo Eba!;Animação;"""TV Pinguim""";SP;""" -"""; -;Riofilme;90;"""300329""";22,144;;;;
2018;B1700088100000;"""Pela Janela""";Caroline Leone;Ficção;"""Dezenove Som e Imagens""";SP;""" -"""; -;Vitrine Filmes;27;"""37415""";5,121;;;;
2018;B1700242100000;"""Piripkura""";Bruno Maciel Jorge Arantes/Mariana Oliva/Renata Terra Cunha;Documentário;"""Zeza Filmes""";SP;""" -"""; -;Synapse;6;"""16809""";908;;;;
2018;B1700527500000;"""Pra Ficar Na História""";Boca Migotto;Documentário;"""Globo Filmes""";RJ;"""Epifania Filmes/Teimoso Filmes e Artes""";RS;Pipoca & Filmes;2;"""2582""";309;;;;
2018;B1700405200000;"""Praça Paris""";Lucia Murat;Ficção;"""Taiga Filmes e Vídeo""";RJ;"""Telecine""";RJ;Imovision;21;"""206149""";13,348;;;;
2018;B1500585400000;"""Quase Memória""";Ruy Guerra;Ficção;"""Kinossaurus Filmes""";RJ;"""Globo Filmes/Lereby""";RJ;Pandora;19;"""60683""";4,188;;;;
2018;B1800396500000;"""Quem Mora Lá""";Cesar Augusto Vieira Leonardo/Conrado Francisco Ferrato/Rafael Kalil Crespo;Documentário;"""Valete de Copas Filmes""";SP;""" -"""; -;Califórnia/Taturana;1;"""779""";65;;;;
2018;B1700332400000;"""Querida Mamãe""";Jeremias Moreira;Ficção;"""Moonshot Pictures""";SP;""" -"""; -;Elo Company;31;"""17577""";1,646;;;;
2018;B1700409900000;"""Querido Embaixador""";Luiz Fernando Goulart;Documentário;"""Toscana Audiovisual""";RJ;"""Globo Filmes/Canal Brasil""";RJ;Elo Company;23;"""26425""";2,297;;;;
2018;B1800549200000;"""Rasga Coração""";Jorge Furtado;Ficção;"""Casa de Cinema de Porto Alegre""";RS;"""Globo Filmes/Canal Brasil/Guel Produtora""";RJ;Sony;32;"""130436""";7,85;;;;
2018;B1800077300000;"""Rio Do Medo""";Ernesto Carneiro Rodrigues;Documentário;"""Bizum Comunicação""";RJ;"""Globo Filmes/Canal Brasil""";RJ;Bizum;1;"""519""";79;;;;
2018;B1700606700000;"""Rio Mumbai""";Gabriel Mellin De Campos/Pedro Sodré Dias Lopes;Ficção;"""Copa Filmes/Rio Cinema Digital""";RJ;"""Copa Filmes""";RJ;Copa Filmes;3;"""4202""";322;;;;
2018;B1600641100000;"""Rogério Duarte O Tropikaoslista""";Walter Lima;Documentário;"""VPC Cinemavídeo""";BA;""" -"""; -;O2 Play;15;"""16162""";1,419;;;;
2018;B1700581200000;"""Sailing Band""";Denis Nielsen;Documentário;"""Paris Entretenimento""";SP;"""Tapa Filmes""";SP;Downtown/Paris;1;"""2609""";130;;;;
2018;B1800211500000;"""Salto No Vazio""";Cavi Borges/Patricia Niedermeier;Ficção;"""Cavideo Produções""";RJ;""" -"""; -;Cavideo Produções;1;"""2137""";124;;;;
2018;B1600050100000;"""Santoro- O Homem E Sua Música""";John Howard Szerman;Documentário;"""John Howard Szerman Produções Cinematográficas""";DF;""" -"""; -;Dada' N Zen Produções;10;"""7435""";489;;;;
2018;B1700508700000;"""Saudade""";Paulo Caldas;Documentário;"""99 Produções""";PE;"""Ateliê Produções/Academia de Filmes/Newco""";PE/SP/SP;Lira Filmes;8;"""31830""";2,286;;;;
2018;B1800126800000;"""Sequestro Relâmpago""";Tata Amaral;Ficção;"""Tangerina Entretenimento""";SP;"""Globo Filmes/Canal Brasil/Guel Produtora/Manjericão Filmes""";RJ/RJ/RJ/SP;Pagu Pictures;63;"""188694""";13,075;;;;
2018;B1800287300000;"""Sertão Velho Cerrado""";Andre Vilela D Elia;Documentário;"""Cinedelia""";SP;""" -"""; -;O2 Play;6;"""22831""";1,789;;;;
2018;B1700414300000;"""Severina""";Felipe Hirsch;Ficção;"""RT Features""";SP;""" -"""; -;Vitrine Filmes;36;"""144159""";13,599;;;;
2018;B1800250800000;"""Slam: Voz De Levante""";Roberta Marques Do Nascimento/Tatiana Lohmann;Documentário;"""Exótica Cinematográfica""";SP;"""Globo Filmes/Miração Filmes""";RJ/SP;Pagu Pictures;11;"""12861""";748;;;;
2018;B1700539800000;"""Soldados Do Araguaia""";Belisario Franca;Documentário;"""Giros""";RJ;""" -"""; -;Urca Filme;8;"""18519""";1,299;;;;
2018;B1800307200000;"""Sueño Florianópolis""";Ana Katz;Ficção;"""Prodigo Films""";SP;"""Groch Filmes""";SP;Vitrine Filmes;34;"""30067""";3,939;;;;
2018;B1600532000000;"""Super Orquestra Arcoverdense De Ritmos Americanos""";Sérgio Oliveira;Documentário;"""Aroma Filmes""";PE;""" -"""; -;Inquieta Cultura E Comunicação;5;"""1522""";228;;;;
2018;B1800212800000;"""Talvez Uma História De Amor""";Rodrigo Spada Bernardo;Ficção;"""Chocolate Filmes""";SP;""" -"""; -;Warner;169;"""557308""";37,296;;;;
2018;B1800124400000;"""Teu Mundo Não Cabe Nos Meus Olhos""";Paulo Nascimento;Ficção;"""Accorde Filmes""";RS;"""Globo Filmes/Telecine/Maiomidia Comunicação""";RJ;Downtown/Paris;111;"""240191""";14,881;;;;
2018;B1800132900000;"""Tinta Bruta""";Filipe Matzembacher/Marcio Reolon Fonseca;Ficção;"""Avante Filmes""";RS;"""Besouro Filmes""";RS;Vitrine Filmes;43;"""49947""";6,55;;;;
2018;B1800387000000;"""Todas As Canções De Amor""";Joana Mariani;Ficção;"""Maya Filmes/Planetario Filmes""";SP/RJ;""" -"""; -;Vitrine Filmes;65;"""390402""";27,649;;;;
2018;B1700428100000;"""Todas As Razões Para Esquecer""";Pedro Coutinho;Ficção;"""Paranoid Filmes""";SP;"""Lagoa Filmes""";SP;Bretz Filmes/Pagu Pictures;23;"""35918""";2,305;;;;
2018;B1600746000000;"""Todo Clichê Do Amor""";Rafael Primot;Ficção;"""Enkapothado Produções""";SP;"""Muk Produções/Canal Brasil""";SP/RJ;Muk Produções/Enkapothado;8;"""10049""";573;;;;
2018;B1800029300000;"""Todos Os Paulos Do Mundo""";Gustavo Silva Ribeiro/Rodrigo De Oliveira;Documentário;"""Bananeira Filmes""";RJ;"""Globo Filmes/Canal Brasil""";RJ;Vitrine Filmes;32;"""19986""";2,846;;;;
2018;B1700532000000;"""Torquato Neto - Todas As Horas Do Fim""";Eduardo Ades Moraes/Marcus Fernando Gomes Gonçalves;Documentário;"""Imagem-Tempo""";RJ;"""Girândola Produções""";RJ;Vitrine Filmes;30;"""72736""";9,32;;;;
2018;B1700025700000;"""Tropykaos""";Daniel Campanha Lisboa;Ficção;"""Cavalo do Cão Filmes""";BA;""" -"""; -;Pipa Produções;3;"""13508""";1,752;;;;
2018;B1800410600000;"""Tudo Acaba Em Festa""";Andre Alberto Pellenz;Ficção;"""Gullane""";SP;"""Andre Alberto Pellenz"""; -;Paris;83;"""462133""";30,562;;;;
2018;B1600483500000;"""Tudo É Irrelevante - Helio Jaguaribe""";Ernesto Baldan/Izabel Jaguaribe;Documentário;"""Jaguar Produções Artísticas""";RJ;"""Canal Brasil""";RJ;Arthouse;5;"""2341""";221;;;;
2018;B1800285700000;"""Tudo Por Um Pop Star""";Bruno Tinoco Garotti;Ficção;"""Panorâmica""";RJ;"""Globo Filmes/Telecine""";RJ;Downtown/Paris;708;"""15786420""";1,187,570;;;;
2018;B1800116000000;"""Tungstênio""";Heitor Dhalia;Ficção;"""Paranoid Filmes""";SP;"""Globo Filmes/Canal Brasil/Guel Produtora""";RJ;Pagu Pictures;67;"""87296""";5,737;;;;
2018;B1700462900000;"""Uma Espécie De Família""";Diego Lerman;Ficção;"""Bossa Nova Films""";SP;""" -"""; -;Pandora;16;"""50056""";3,566;;;;
2018;B1800235900000;"""Uma Quase Dupla""";Marcus Baldini;Ficção;"""Biônica Filmes/Paris Entretenimento""";SP;""" - """; - ;Downtown/Paris;460;"""9156020""";644,115;;;;
2018;B1700501700000;"""Unicórnio""";Eduardo Nunes;Ficção;"""3 Tabela Filmes""";RJ;"""Canal Brasil""";RJ;Vitrine Filmes;40;"""47047""";6,165;;;;
2018;B1800163200000;"""Vende-Se Esta Moto""";Marcus Vinícius Faustini;Ficção;"""Cavideo Produções""";RJ;""" -"""; -;Cavideo Produções;2;"""4922""";310;;;;
2018;B1800091800000;"""Verão Em Rildas""";Daniel Pecego Vieira Caetano;Ficção;"""Duas Mariola Filmes""";RJ;""" -"""; -;Dm Filmes;3;"""2707""";220;;;;
2018;B1600725300000;"""Vinte Anos""";Alice De Andrade;Documentário;"""Filmes do Serro""";RJ;"""Canal Brasil""";RJ;Arthouse;9;"""14361""";1,257;;;;
2018;B1700424500000;"""Yonlu""";Hique Montanari;Ficção;"""Container Filmes""";RS;"""Prana Filmes/Jose Luiz Marques""";RS;Lança Filmes;35;"""100393""";7,906;;;;
2018;B1700480900000;"""Zama""";Lucrécia Martel;Ficção;"""Bananeira Filmes""";RJ;"""Telecine""";RJ;Vitrine Filmes;27;"""129614""";8,855;;;;
2017;B1700538300000;"""10 Centavos para o Número da Besta""";Guillermo Planel;Documentário;"""Ponto de Equilíbrio Imagens""";RJ;"""Canal Brasil""";RJ;Ponto de Equilíbrio;1;"""63""";7;;;;
2017;B1600181500000;"""A cidade onde envelheço""";Marília Rocha;Ficção;"""Anavilhana""";MG;""" -"""; -;Vitrine Filmes;30;"""70409.3""";9,101;;;;
2017;B1600439300000;"""A comédia divina""";Toni Venturi;Ficção;"""Olhar Imaginário""";SP;"""Aurora Filmes/Globo Filmes/Maiomidia Comunicação""";SP/RJ/RJ;Imagem;135;"""653289.31""";45,875;;;;
2017;B1500334900000;"""A Família Dionti""";Alan Minas;Ficção;"""Caraminhola Filmes""";RJ;"""Canal Brasil""";RJ;ArtHouse;11;"""37144.66""";3,477;;;;
2017;B1700505300000;"""A Filosofia na Alcova""";Ivam Cabral/Rodolfo García Vázquez;Ficção;"""Espaço dos Satyros""";SP;""" -"""; -;Espaço dos Satyros;1;"""33888""";2,541;;;;
2017;B1600630700000;"""A Finada Mãe da Madame""";Bernard Attal;Ficção;"""Santa Luzia Filmes""";BA;""" -"""; -;Santa Luzia Filmes;3;"""5858.28""";461;;;;
2017;B1402263600000;"""A gente""";Aly Muritiba;Documentário;"""Grafo Audiovisual""";PR;"""TV Paranaense""";PR;Olhar Distribuição;12;"""6036.66""";566;;;;
2017;B1600585400000;"""A Glória e a Graça""";Flávio Ramos Tambellini;Ficção;"""Tambellini Filmes""";RJ;"""Globo Filmes/Maiomidia Comunicação/Canal Brasil""";RJ/RJ/RJ;H2O Films;30;"""81674.69""";5,403;;;;
2017;B1700428000000;"""A menina índigo""";Wagner de Assis;Ficção;"""Cinética Filmes""";RJ;"""Inspired Camera/Naymar Brasil Cinematográfica""";SP/RJ;Film Connection;82;"""583354.91""";41,967;;;;
2017;B1600439400000;"""A Terra Vermelha""";Diego Martinez Vignatti;Ficção;"""Panda Filmes""";RS;"""FM Produções""";RJ;Imovision;6;"""23140.46""";1,621;;;;
2017;B1700162000000;"""Altas expectativas""";Alvaro Campos/Pedro Antônio;Ficção;"""2 Moleques Produções""";RJ;"""Globo Filmes/Xanadu/Telecine""";RJ/RJ/RJ;Vitrine Filmes;105;"""92334.69""";6,696;;;;
2017;B1700175000000;"""Amor,com""";Anita Barbosa;Ficção;"""Total Entertainment""";RJ;""" -"""; -;H2O Films;346;"""1192785.62""";92,873;;;;
2017;B1600780500000;"""Animal Político""";Tião;Ficção;"""Trincheira Filmes""";PE;""" -"""; -;Vitrine Filmes;22;"""29277.53""";4,333;;;;
2017;B1600245600000;"""Antes o tempo não acabava""";Fábio Baldo/Sergio Andrade;Ficção;"""Rio Tarumã Films""";AM;"""3 Moinhos Produções""";RJ;Livres Distribuidora;17;"""19295.81""";1,71;;;;
2017;B1700255500000;"""Aqualoucos""";Victor Ribeiro;Documentário;"""Paris Entretenimento""";SP;"""Globo Filmes""";RJ;Paris;2;"""2238.32""";118;;;;
2017;B1500572900000;"""As Aventuras do Pequeno Colombo""";Rodrigo Gava;Animação;"""Indiana Produções""";RJ;"""Gava Produções""";RJ;Downtown/Paris;26;"""33137.07""";2,38;;;;
2017;B1700054400000;"""As duas Irenes""";Fabio Meira;Ficção;"""Roseira Filmes""";SP;"""Polana Filmes/Lacuna Filmes""";SP/SP;Vitrine Filmes;36;"""97207.34""";13,064;;;;
2017;B1500314300000;"""Asco""";Ale Paschoalini;Ficção;"""Ale Paschoalini/Mosquito Project""";SP/MG;""" -"""; -;Mosquito Project;1;"""1137.5""";43;;;;
2017;B1600770800000;"""Axé: Canto do Povo de Algum Lugar""";Francisco Mascarenhas Kertesz;Documentário;"""Macaco Gordo""";BA;""" -"""; -;Zahir Company;24;"""451907.65""";32,053;;;;
2017;B1600752300000;"""Beduíno""";Julio Bressane;Ficção;"""TB Produções""";RJ;""" -"""; -;TB Produções;4;"""11272.72""";746;;;;
2017;B1600750800000;"""Belo Monte - Um mundo onde tudo é possível""";Alexandre Bouchet;Documentário;"""Globo Filmes""";RJ;"""Indiana Produções""";RJ;Indiana Produções Cinematográficas;1;"""1469.42""";91;;;;
2017;B1700330100000;"""Bingo - O rei das manhãs""";Daniel Rezende;Ficção;"""Gullane""";SP;"""Locall""";SP;Warner;442;"""3997911""";249,309;;;;
2017;B1500464600000;"""Bruxarias""";Virginia Curiá;Animação;"""Otto Desenhos Animados""";RS;""" -"""; -;Vitrine Filmes;14;"""6038.23""";706;;;;
2017;B1600041000000;"""Bugigangue no Espaço""";Ale McHaddo;Animação;"""44 Toons""";SP;""" -"""; -;Imagem;295;"""1534609.18""";112,624;;;;
2017;B1600737300000;"""Bye bye Jaqueline""";Anderson Simão;Ficção;"""O Quadro""";PR;""" -"""; -;Lança Filmes;6;"""7275""";627;;;;
2017;B1402296800000;"""Cada Vez Mais Longe""";Eveline Costa/Oswaldo Eduardo Lioi;Ficção;"""Kadiwéu Cinema/Sequência Filmes""";RJ;"""Kadiwéu Cinema""";RJ;Sequência Produções Artisticas;1;"""4265.39""";342;;;;
2017;B1402701900000;"""Café – Um Dedo de Prosa""";Maurício Squarisi;Animação;"""Tupi Desenhos Animados""";SP;""" -"""; -;Polifilmes/Spcine;1;"""1530.08""";104;;;;
2017;B1700227000000;"""Câmara de Espelhos""";Dea Ferraz;Documentário;"""Alumia Produção e Conteúdo""";PE;"""Ateliê Produções/Parêa Filmes""";PE;Inquieta Cultura e Comunicação;7;"""3300.35""";411;;;;
2017;B1500883200000;"""Capoeira, Um Passo a Dois""";Jorge Itapuã;Documentário;"""Daza Filmes""";RJ;""" -"""; -;Daza Filmes;2;"""4070.47""";347;;;;
2017;B1600332400000;"""Central - O Filme""";Renato Nunes Dorneles/Tatiana Sager;Documentário;"""Panda Filmes""";RS;"""Linha de Produção""";RS;Panda Filmes;10;"""240713.27""";16,408;;;;
2017;B1700422600000;"""Chocante""";Johnny Araújo;Ficção;"""Casé Filmes""";RJ;"""Globo Filmes/Imagem""";RJ/SC;Imagem;490;"""2199472.96""";155,063;;;;
2017;B1700172000000;"""Cidades Fantasmas""";Tyrell Spencer;Documentário;"""Casa de Cinema de Porto Alegre""";RS;"""Globo Filmes""";RJ;Casa de Cinema de Porto Alegre;4;"""14156.27""";1,082;;;;
2017;B1700410600000;"""Cinemagia - A história das videolocadoras de São Paulo""";Alan Oliveira;Documentário;"""LumoLab""";SP;""" -"""; -;LumoLab;1;"""3370""";193;;;;
2017;B1600502400000;"""Clarisse ou Alguma Coisa sobre Nós Dois""";Petrus Cariry;Ficção;"""Iluminura Filmes""";CE;""" -"""; -;Sereia Filmes;14;"""39101.34""";4,207;;;;
2017;B1402289000000;"""Com os punhos cerrados""";Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;"""Alumbramento""";CE;""" -"""; -;Pique-Bandeira Filmes;5;"""3760.03""";602;;;;
2017;B1700046100000;"""Comeback""";Erico Rassi;Ficção;"""Rio Bravo Filmes""";SP;""" -"""; -;O2 Play;33;"""42937.3""";3,356;;;;
2017;B1700119200000;"""Como nossos pais""";Laís Bodanzky;Ficção;"""Buriti Filmes/Gullane""";SP/SP;"""Globo Filmes/Xanadu""";RJ/RJ;Imovision;124;"""3510485.99""";206,905;;;;
2017;B1700386500000;"""Como se tornar o pior aluno da escola""";Fabricio Bittar;Ficção;"""Clube Filmes""";SP;"""Telecine""";RJ;Downtown/Paris;359;"""6850270.39""";506,412;;;;
2017;B1500559900000;"""Cora Coralina - Todas as vidas""";Renato Barbieri;Documentário;"""Asacine Produções""";DF;"""Renato Fortes Barbieri""";DF;Tucumán;10;"""97643.98""";7,04;;;;
2017;B1700537400000;"""Coragem! As muitas vidas de Dom Paulo Evaristo Arns""";Ricardo Carvalho;Documentário;"""TVM Produções""";SP;"""Globo Filmes""";RJ;TV Meio Ambiente;10;"""16507.1""";1,026;;;;
2017;B1700181500000;"""Corpo delito""";Pedro Rocha;Documentário;"""Corpo Aberto""";CE;""" -"""; -;Vitrine Filmes;32;"""9863.31""";1,447;;;;
2017;B1700112000000;"""Corpo elétrico""";Marcelo Caetano;Ficção;"""Plateau Produções""";SP;"""Desbun Filmes/Marcelo Batista Caetano/África Filmes""";SP/SP;Vitrine Filmes;33;"""238036.41""";20,128;;;;
2017;B1600754800000;"""Cromossomo 21""";Alex Pires Duarte;Ficção;"""Alex Pires Duarte""";RJ;""" -"""; -;Alex Pires Duarte;14;"""63479.63""";4,817;;;;
2017;B1600058600000;"""Crônica da Demolição""";Eduardo Ades;Documentário;"""Imagem-Tempo/Tela Brasilis""";RJ;"""Imagem-Tempo""";RJ;Imagem-Tempo;8;"""47218.51""";3,532;;;;
2017;B1700258100000;"""Danado de Bom""";Debby Brennand;Documentário;"""Mariola Filmes""";PE;""" -"""; -;Inquietude;13;"""23846.7""";2,237;;;;
2017;B1700030400000;"""Deixa na Régua""";Emíilio Domingos;Documentário;"""Osmose Filmes""";RJ;""" -"""; -;Osmose Filmes;3;"""4453.7""";390;;;;
2017;B1600287300000;"""Deserto""";Guilherme Weber;Ficção;"""Bananeira Filmes""";RJ;"""Mutuca Filmes/Canal Brasil""";RJ/RJ;Tucumán;12;"""17377.15""";1,362;;;;
2017;B1700328500000;"""Detetives do Prédio Azul""";André Pellenz;Ficção;"""Paris Entretenimento""";SP;"""Globo Filmes/RSMTS Empreendimentos e Participações/Globosat""";RJ/RJ/RJ;Downtown/Paris;516;"""16117534.58""";1,222,898;;;;
2017;B1600653900000;"""Divinas Divas""";Leandra Leal;Documentário;"""Daza Filmes""";RJ;"""Biônica Filmes/Canal Brasil""";SP/RJ;Vitrine Filmes;37;"""254409.81""";34,126;;;;
2017;B1700244500000;"""Divórcio""";Pedro Amorim;Ficção;"""Filmland Internacional""";SP;""" -"""; -;Warner;592;"""6580909""";487,457;;;;
2017;B1600052200000;"""Do Outro Lado do Atlântico""";Daniele Ellery/Márcio Câmara;Documentário;"""Deberton Entretenimento/Euphemia Produções""";CE;"""Euphemia Produções""";CE;Deberton Entretenimento;1;"""1830""";283;;;;
2017;B1500812200000;"""Doidas e Santas""";Paulo Thiago;Ficção;"""Melodrama Produções""";RJ;""" -"""; -;Imagem;94;"""421006.83""";29,925;;;;
2017;B1700045100000;"""Dolores - Uma Mulher, Dois Amores""";Juan Dickinson;Ficção;"""Valkyria Filmes""";RJ;""" -"""; -;Tucumán;15;"""46505.2""";3,366;;;;
2017;B1700477300000;"""Dona Flor e Seus Dois Maridos""";Pedro Vasconcelos;Ficção;"""Reginaldo Farias Produções""";RJ;"""FV Produções/República Pureza Filmes/Telecine""";RJ/RJ/RJ;Downtown/Paris;113;"""640772.54""";46,64;;;;
2017;B1700395900000;"""Duas de Mim""";Cininha de Paula;Ficção;"""Migdal Filmes""";RJ;"""Globo Filmes/Xanadu/Telecine""";RJ/RJ/RJ;Downtown/Paris;281;"""3930701.25""";292,504;;;;
2017;B1301945900000;"""Éden""";Bruno Safadi;Ficção;"""TB Produções""";RJ;"""GreenGo Films""";RJ;Livres Distribuidora;3;"""8055.72""";571;;;;
2017;B1600579200000;"""El mate""";Bruno Kott;Ficção;"""Filmes de Vagabundo""";SP;"""Canal Brasil""";RJ;Filmes de Vagabundo;1;"""2120""";235;;;;
2017;B1600765100000;"""Elon não acredita na morte""";Ricardo Alves Junior;Ficção;"""Entre Filmes""";MG;"""Punta Colorada de Cinema/Sancho Filmes""";SP/SP;Vitrine Filmes;29;"""15577.84""";2,21;;;;
2017;B1402707600000;"""Encantados""";Tizuka Yamasaki;Ficção;"""Scena Filmes""";RJ;""" -"""; -;RioFilme;9;"""81633.51""";6,911;;;;
2017;B1700466900000;"""Entre irmãs""";Breno Silveira;Ficção;"""Conspiração Filmes""";RJ;"""Globo Filmes/Xanadu""";RJ/RJ;H2O Films/Sony;100;"""938543.45""";58,453;;;;
2017;B1600690600000;"""Era o Hotel Cambridge""";Eliane Caffé;Ficção;"""Aurora Filmes""";SP;"""Apoio-Associação de Auxílio Mutuo da Região Leste""";SP;Vitrine Filmes;25;"""313376.81""";30,503;;;;
2017;B1600163900000;"""Estamos vivos""";Filipe Codeço;Ficção;"""Cavideo Produções""";RJ;"""Roda Produtiva/Impulso hub Projetos Audiovisuais/Canal Brasil""";RJ/MG/RJ;Livres Distribuidora;1;"""371.2""";62;;;;
2017;B1700243800000;"""Esteros""";Papu Curotto;Ficção;"""Latina Estudio""";SP;""" -"""; -;Europa;9;"""61386.42""";3,851;;;;
2017;B1600520300000;"""Estopô Balaio""";Cristiano Burlan;Documentário;"""Bela Filmes""";SP;""" -"""; -;Bela Filmes;2;"""1417.5""";290;;;;
2017;B1600789900000;"""Eu fico loko""";Bruno Garotti;Ficção;"""Ananã Produções""";RJ;"""Eduardo Scarpa/Paris Filmes"""; -/SP;Downtown/Paris;620;"""6848306.92""";559,431;;;;
2017;B1600472500000;"""Eu Te Levo""";Marcelo Müller;Ficção;"""Academia de Filmes""";SP;""" -"""; -;Pandora;6;"""5177.96""";472;;;;
2017;B1700123200000;"""Exodus - De onde vim não existe mais""";Hank Levine;Documentário;"""O2 Filmes""";SP;"""Globo Filmes""";RJ;Paris/O2 Play;36;"""77573.34""";6,28;;;;
2017;B1600708000000;"""Fala comigo""";Felipe Sholl;Ficção;"""Syndrome Films""";RJ;""" -"""; -;Vitrine Filmes;23;"""125041.04""";8,982;;;;
2017;B1700552000000;"""Fala sério, mãe!""";Pedro Vasconcelos;Ficção;"""Camisa Listrada/Focus Films""";RJ;"""Telecine/Globo Filmes/Maiomidia Comunicação""";RJ/RJ/RJ;Downtown/Paris;696;"""43063402.25""";3,268,369;;;;
2017;B1700052000000;"""Filhos de Bach""";Ansgar Ahlers;Ficção;"""Conspiração Filmes""";RJ;""" -"""; -;Disney;27;"""52203""";3,337;;;;
2017;B1700236800000;"""Fonte da Juventude""";Estevão Ciavatta;Documentário;"""Pindorama Filmes""";RJ;""" -"""; -;Pindorama Filmes;2;"""2260.15""";120;;;;
2017;B1700524700000;"""Gabeira""";Moacyr Góes;Documentário;"""Bufões Produções Artísticas""";RJ;"""Globo Filmes""";RJ;Gávea Filmes/Pipoca & Filmes;15;"""19889.08""";1,638;;;;
2017;B1700305400000;"""Gabriel e a montanha""";Felipe Gamarano Barbosa;Ficção;"""Gamarosa""";RJ;"""TV Zero/Canal Brasil""";RJ/RJ;Bretz Vídeo/Pagu Pictures;89;"""700622.29""";42,311;;;;
2017;B1600534400000;"""Galeria F""";Emilia Silveira;Documentário;"""70 Filmes""";RJ;"""Globo Filmes/Canal Brasil/Santo Guerreiro""";RJ/RJ/BA;Elo Company;6;"""5379.03""";569;;;;
